Longitude,Latitude,Altitude
80.94589233,10.70480349,28512
80.95481872,10.70446017,28588
80.96443175,10.70446017,28672
80.97335815,10.70411684,28760
80.98297118,10.70377352,28860
80.99189757,10.7034302,28948
81.00082397,10.70308687,29024
81.00975036,10.70308687,29104
81.01936339,10.70274355,29172
81.02828979,10.70240023,29240
81.03721618,10.70205691,29292
81.04682921,10.70171358,29348
81.05575561,10.70171358,29404
81.064682,10.70137026,29452
81.07360839,10.70102694,29520
81.08322143,10.70068361,29596
81.09214782,10.69999697,29664
81.10107421,10.69862368,29740
81.1100006,10.69725039,29808
81.11824035,10.69553377,29888
81.12716674,10.69313051,29972
81.13540648,10.69072725,30072
81.14433287,10.68798067,30188
81.15257262,10.68557741,30308
81.16081237,10.68283083,30428
81.16905211,10.68042757,30532
81.1779785,10.67802431,30620
81.18621825,10.67527773,30680
81.194458,10.67287447,30724
81.20269774,10.67047121,30764
81.21162413,10.66806795,30788
81.21986388,10.66566469,30828
81.22810363,10.66291811,30880
81.23634337,10.66051485,30940
81.24526976,10.65811159,31012
81.25350951,10.65570833,31100
81.26174926,10.65330507,31172
81.27067565,10.65090181,31252
81.27891539,10.64849855,31344
81.28715514,10.64609529,31432
81.29539488,10.64369203,31520
81.30363463,10.64128877,31604
81.31187438,10.63888551,31684
81.32080077,10.63648225,31760
81.32904051,10.63407899,31828
81.33728026,10.63167573,31896
81.34552001,10.62927247,31956
81.35375975,10.62686921,32016
81.3619995,10.62446595,32076
81.37023924,10.62206269,32140
81.37847899,10.61965943,32204
81.38671874,10.61725617,32276
81.39495848,10.61485291,32336
81.40319823,10.61244965,32388
81.41143797,10.6100464,32432
81.41967772,10.60764314,32472
81.42860411,10.60523988,32508
81.43684386,10.60249329,32548
81.4450836,10.60009003,32584
81.45332335,10.59768677,32620
81.4615631,10.59528351,32668
81.46980284,10.59288026,32704
81.47804259,10.590477,32744
81.48628233,10.58807374,32780
81.49452208,10.58567048,32820
81.50276183,10.58326722,32864
81.51168822,10.58086396,32916
81.51992796,10.5784607,32976
81.52816771,10.57605744,33040
81.53640746,10.57331086,33108
81.5446472,10.5709076,33176
81.55288695,10.56850434,33252
81.56112669,10.56610108,33324
81.56936646,10.56369782,33392
81.5776062,10.56129456,33464
81.58584595,10.5588913,33532
81.59408569,10.55648804,33600
81.60232544,10.55408478,33668
81.61056519,10.55168152,33732
81.61880493,10.54927826,33788
81.62704468,10.546875,33836
81.63528442,10.54447183,33876
81.64352417,10.54206858,33896
81.65176392,10.53966532,33924
81.66000366,10.53726206,33992
81.66824341,10.5348588,34096
81.67648315,10.53245554,34240
81.6847229,10.53005228,34404
81.692276,10.52799234,34560
81.70051575,10.52558908,34680
81.70875549,10.52318582,34776
81.71630859,10.52078256,34848
81.72454834,10.5183793,34904
81.73278808,10.51597604,34940
81.74034118,10.51357278,34964
81.74858093,10.51116952,34976
81.75682068,10.50910959,34984
81.76506042,10.50670633,34988
81.77261352,10.50430307,34984
81.78085327,10.50189981,34984
81.78909302,10.49949655,34980
81.79733276,10.49709329,34976
81.80557251,10.49469003,34980
81.81381225,10.49228677,34980
81.822052,10.48988351,34980
81.83029175,10.48748025,34984
81.83853149,10.48473367,34980
81.84677124,10.48233041,34980
81.85501098,10.47992715,34976
81.86325073,10.47752389,34980
81.87149048,10.47512063,34980
81.87973022,10.47271737,34976
81.88796997,10.47031411,34976
81.89620971,10.46791085,34972
81.9051361,10.46516427,34968
81.91337585,10.46276101,34960
81.9216156,10.46035775,34968
81.92985534,10.45795449,34964
81.93878173,10.45555123,34964
81.94702148,10.45314797,34964
81.95526123,10.45040139,34980
81.96350097,10.44799813,34980
81.97242736,10.44559487,34976
81.98066711,10.44319161,34972
81.98890686,10.44078835,34968
81.99783325,10.43804177,34968
82.00607299,10.43563851,34968
82.01431274,10.43323525,34968
82.02255249,10.43083199,34980
82.03079223,10.42842873,34972
82.03971862,10.42568215,34968
82.04795837,10.42327889,34976
82.05619811,10.42087563,34980
82.06443786,10.41847237,34992
82.07267761,10.41606911,34984
82.08091735,10.41366585,34988
82.0891571,10.41126259,34976
82.09739684,10.40885933,34972
82.10563659,10.40645607,34976
82.11387634,10.40405281,34972
82.12211608,10.40130623,34972
82.13035583,10.39890297,34968
82.13859557,10.39649971,34968
82.14683532,10.39409645,34968
82.15507507,10.39169319,34956
82.16331481,10.38928993,34960
82.17155456,10.38688667,34944
82.1797943,10.38448341,34940
82.18803405,10.38208015,34936
82.1962738,10.37967689,34932
82.20451354,10.37727363,34924
82.21275329,10.37487037,34928
82.22099303,10.37246711,34932
82.22854614,10.37006385,34936
82.23678588,10.36766059,34928
82.24502563,10.36525733,34924
82.25326537,10.36285407,34924
82.26150512,10.36045081,34924
82.26974487,10.35804755,34928
82.27798461,10.35530097,34924
82.28622436,10.35289771,34924
82.2944641,10.35049445,34924
82.30270385,10.34809119,34928
82.3109436,10.34568793,34924
82.31918334,10.34328467,34928
82.32742309,10.34088141,34928
82.33566283,10.33847815,34928
82.34390258,10.3360749,34928
82.35214233,10.33367164,34924
82.36038207,10.33126838,34924
82.36862182,10.32886512,34932
82.37686156,10.32646186,34932
82.38510131,10.3240586,34936
82.39334106,10.32165534,34932
82.4015808,10.31925208,34936
82.40982055,10.3165055,34948
82.41806029,10.31410224,34932
82.42630004,10.31169898,34960
82.43453979,10.30929572,34960
82.44277953,10.30689246,34968
82.45101928,10.3044892,34984
82.45925902,10.30208594,34968
82.46749877,10.29968268,34972
82.47573852,10.29727942,34972
82.48397826,10.29453284,34976
82.49221801,10.29212958,34972
82.50045775,10.28972632,34976
82.50938414,10.28732306,34980
82.51762389,10.2849198,34980
82.52586364,10.28251654,34992
82.53410338,10.28011328,34984
82.54234313,10.2773667,34988
82.55058287,10.27496344,34988
82.55882262,10.27256018,34976
82.56706237,10.27015692,34980
82.57530211,10.26775366,34988
82.58354186,10.2653504,34980
82.5917816,10.26294714,34980
82.60002135,10.26054388,34976
82.6082611,10.2577973,34976
82.61650084,10.25539404,34968
82.62474059,10.25299078,34980
82.63298033,10.25058752,34964
82.64122008,10.24818426,34988
82.64945983,10.245781,34988
82.65769957,10.24337774,34992
82.66593932,10.24063116,34980
82.67417906,10.2382279,34980
82.68241881,10.23582464,34980
82.69065856,10.23342138,34964
82.69958495,10.23101812,34968
82.70782469,10.22861486,34968
82.71606444,10.2262116,34980
82.72430419,10.22346502,34992
82.73185729,10.22106176,34992
82.74009703,10.2186585,34980
82.74902342,10.21625524,34976
82.75726317,10.21385198,34976
82.76550292,10.21144872,34968
82.77374266,10.20904546,34972
82.78198241,10.20629888,34976
82.79022215,10.20389562,34964
82.7984619,10.20149236,34964
82.80670165,10.1990891,34964
82.81494139,10.19668584,34972
82.82318114,10.19428258,34976
82.83142088,10.19187932,34980
82.83966063,10.18913274,34964
82.84790038,10.18672948,34972
82.85614012,10.18432622,34976
82.86437987,10.18192296,34972
82.87261961,10.1795197,34980
82.88085936,10.17711644,34976
82.88909911,10.17436986,34976
82.89733885,10.1719666,34972
82.90626524,10.16956334,34976
82.91450499,10.16716008,34976
82.92274474,10.16475682,34984
82.93098448,10.16201024,34984
82.93922423,10.15960698,34996
82.94746397,10.15720372,34984
82.95570372,10.15480046,34972
82.96394347,10.1523972,34972
82.97218323,10.14999394,34972
82.98042297,10.14724736,34976
82.98866272,10.1448441,34980
82.99690247,10.14244084,34980
83.00514221,10.14003758,34980
83.01338196,10.13763432,34972
83.0216217,10.13488773,34976
83.02986145,10.13248447,34976
83.0381012,10.13008122,34972
83.04634094,10.12767796,34976
83.05526733,10.1252747,34964
83.06350708,10.12287144,34976
83.07174683,10.12046818,34980
83.07998657,10.11772159,34984
83.08822632,10.11531833,34988
83.09646606,10.11291508,34980
83.10470581,10.11051182,34980
83.11294556,10.10810856,34976
83.1211853,10.1057053,34972
83.12942505,10.10295871,34976
83.13766479,10.10055545,34968
83.14590454,10.09815219,34968
83.15345764,10.09574894,34976
83.16169739,10.09334568,34984
83.16993713,10.09094242,34980
83.17817688,10.08853916,34976
83.18641662,10.08579257,34972
83.19465637,10.08338931,34976
83.20289612,10.08098605,34980
83.21113586,10.0785828,34980
83.21937561,10.07617954,34984
83.22761535,10.07377628,34980
83.2358551,10.07137302,34980
83.24409485,10.06896976,34980
83.25233459,10.06622317,34984
83.26057434,10.06381991,34984
83.26812744,10.06141666,34980
83.27636718,10.0590134,34976
83.28460693,10.05661014,34980
83.29284668,10.05420688,34976
83.30108642,10.05180362,34980
83.30932617,10.04940036,34984
83.31756591,10.0469971,34972
83.32511901,10.04459384,34976
83.33335876,10.04219058,34972
83.34159851,10.039444,34980
83.34983825,10.03704074,34980
83.358078,10.03463748,34976
83.36631774,10.03223422,34976
83.37455749,10.02983096,34976
83.38211059,10.0274277,34972
83.39035034,10.02502444,34976
83.39859008,10.02262118,34972
83.40682983,10.0198746,34972
83.41506958,10.01747134,34968
83.42330932,10.01506808,34964
83.43154907,10.01266482,34964
83.43978881,10.01026156,34968
83.44802856,10.0078583,34976
83.45626831,10.00545504,34988
83.46382141,10.00305178,34980
83.47206115,10.0003052,34988
83.4803009,9.997901937,34984
83.48854064,9.995498678,34984
83.49678039,9.993095418,34980
83.50502014,9.990692158,34976
83.51325988,9.988288899,34972
83.52149963,9.985542316,34972
83.52973937,9.983139057,34976
83.53729247,9.980735797,34980
83.54553222,9.978332538,34972
83.55377197,9.975929278,34980
83.56201171,9.973526018,34988
83.57025146,9.971122759,34988
83.5784912,9.968719499,34984
83.5860443,9.96631624,34980
83.59428405,9.96391298,34984
83.6025238,9.96150972,34972
83.61076354,9.958763138,34980
83.61900329,9.956359878,34976
83.62655639,9.953956619,34976
83.63479614,9.951553359,34980
83.64303588,9.9491501,34984
83.65127563,9.94674684,34984
83.65882873,9.94434358,34980
83.66706847,9.941940321,34968
83.67530822,9.939537061,34980
83.68354797,9.936790479,34972
83.69178771,9.934387219,34980
83.69934081,9.93198396,34980
83.70758056,9.9295807,34980
83.7158203,9.92717744,34984
83.72406005,9.924774181,34960
83.7322998,9.922370921,34956
83.7398529,9.919967662,34956
83.74809264,9.917564402,34968
83.75633239,9.915161142,34980
83.76457213,9.912757883,35000
83.77212524,9.910354623,34988
83.78036498,9.907951364,34984
83.78860473,9.905204781,34988
83.79615783,9.902801522,34984
83.80439757,9.900398262,34972
83.81263732,9.897995002,34976
83.82019042,9.895591743,34976
83.82843017,9.893188483,34980
83.83666991,9.890785224,34976
83.84422301,9.888381964,34976
83.85246276,9.885978704,34972
83.8607025,9.883575445,34968
83.86825561,9.881172185,34972
83.87649535,9.878768926,34976
83.8847351,9.876365666,34976
83.8922882,9.873962406,34980
83.90052794,9.871559147,34984
83.90876769,9.869155887,34984
83.91632079,9.866752628,34988
83.92456054,9.864349368,34992
83.93280028,9.861946108,34980
83.94035338,9.859542849,34992
83.94859313,9.857139589,34980
83.95614623,9.85473633,34976
83.96438598,9.85233307,34976
83.97262572,9.84992981,34980
83.98017882,9.847526551,34984
83.98841857,9.845123291,34980
83.99597167,9.842720126,34980
84.00421141,9.840316866,34972
84.01176451,9.837913607,34972
84.02000426,9.835510347,34972
84.02755736,9.833107088,34980
84.03579711,9.830703828,34976
84.04335021,9.828300568,34988
84.05158995,9.825897309,34996
84.05914305,9.823494049,34972
84.0673828,9.82109079,34984
84.07562255,9.81868753,34968
84.08317565,9.81628427,34960
84.09141539,9.813881011,34956
84.09896849,9.811477751,34968
84.10720824,9.809074492,34976
84.11476134,9.806671232,34984
84.12231444,9.804267972,34980
84.13055419,9.801864713,34984
84.13810729,9.799461453,34984
84.14634703,9.797058194,34984
84.15390013,9.794654934,34972
84.16145323,9.792251674,34988
84.16969298,9.789848415,35000
84.17724608,9.787788478,35000
84.18479918,9.785385218,35000
84.19303893,9.782981959,34976
84.20059203,9.780578699,34964
84.20814513,9.77817544,34960
84.21638487,9.77577218,34956
84.22393797,9.77336892,34960
84.23149107,9.770965661,34968
84.23973082,9.768562401,34984
84.24728392,9.766159142,35000
84.25483702,9.763755882,34996
84.26307677,9.761695945,34992
84.27062987,9.759292686,34980
84.27818297,9.756889426,34968
84.28642271,9.754486166,34960
84.29397582,9.752082907,34964
84.30152892,9.749679647,34980
84.30908202,9.747276388,34980
84.31732176,9.744873128,34988
84.32487486,9.742813191,34988
84.33242796,9.740409932,34988
84.34066771,9.738006672,34984
84.34822081,9.735603412,34984
84.35577391,9.733200153,34976
84.36332701,9.730796893,34980
84.37156676,9.728736956,34984
84.37911987,9.726333697,34984
84.38667297,9.723930437,34976
84.39491272,9.721527178,34976
84.40246582,9.719123918,34972
84.41001892,9.716720658,34976
84.41825867,9.714317399,34980
84.42581177,9.711914139,34984
84.43336487,9.70951088,34984
84.44160461,9.70710762,34980
84.44915771,9.705047683,34972
84.45671081,9.702644424,34972
84.46495056,9.700241164,34976
84.47250366,9.697837904,34980
84.48005676,9.695434645,34976
84.48829651,9.693031385,34976
84.49584961,9.690628126,34992
84.50340271,9.688224866,34992
84.51164245,9.685821606,34988
84.51919556,9.683418347,34980
84.5274353,9.681015087,34980
84.5349884,9.678611828,34972
84.54322815,9.676208568,34972
84.55146789,9.673805308,34972
84.55902099,9.671402049,34972
84.56726074,9.668998789,34968
84.57550049,9.666252207,34968
84.58305359,9.663848947,34972
84.59129333,9.661445688,34972
84.59953308,9.659042428,34976
84.60777282,9.656639168,34972
84.61532593,9.653892586,34972
84.62356567,9.651489326,34964
84.63180542,9.649086067,34968
84.64004516,9.646682807,34972
84.64759826,9.644279548,34984
84.65583801,9.641876288,34984
84.66407776,9.639473028,34988
84.6723175,9.636726446,34984
84.6798706,9.634323186,34980
84.68811035,9.631919927,34972
84.69635009,9.629516667,34980
84.70390319,9.627113408,34980
84.71214294,9.624710148,34984
84.72038269,9.621963566,34984
84.72793579,9.619560306,34980
84.73617553,9.617157046,34980
84.74441528,9.614753787,34984
84.75196838,9.612350527,34972
84.76020813,9.609947268,34976
84.76844787,9.607544008,34980
84.77600097,9.604797426,34976
84.78424072,9.602394166,34972
84.79248046,9.599990906,34980
84.80003356,9.597587647,34976
84.80827331,9.595184387,34976
84.81651306,9.592781128,34976
84.82406616,9.590034545,34980
84.8323059,9.587631286,34976
84.84054565,9.585228026,34984
84.8487854,9.582824766,34976
84.8563385,9.580421507,34976
84.86457824,9.578018247,34980
84.87281799,9.575271665,34980
84.88037109,9.572868405,34984
84.88861083,9.570465146,34984
84.89685058,9.568061886,34988
84.90440368,9.565658626,34992
84.91264343,9.563255367,35004
84.92088317,9.560508784,35004
84.92843627,9.558105525,35004
84.93667602,9.555702265,35004
84.94491577,9.553299006,35008
84.95246887,9.550895746,35012
84.96070861,9.548492486,35012
84.96894836,9.546089227,35008
84.97650146,9.543342644,35004
84.9847412,9.540939385,35008
84.99298095,9.538536125,35012
85.00053405,9.536132866,35012
85.0087738,9.533729606,35016
85.01701354,9.530983024,35004
85.02456664,9.528579764,35004
85.03280639,9.526176504,35000
85.04035949,9.523773245,34992
85.04859924,9.521369985,34992
85.05683898,9.518966726,34992
85.06439208,9.516563466,34996
85.07263183,9.513816884,34996
85.08087157,9.511413624,34996
85.08842467,9.509010364,34988
85.09666442,9.506607105,34980
85.10421752,9.504203845,34976
85.11245727,9.501800586,34972
85.12069701,9.499054003,34964
85.12825011,9.496650744,34964
85.13648986,9.494247484,34964
85.14472961,9.491844224,34964
85.15228271,9.489440965,34960
85.16052245,9.487037705,34960
85.16807555,9.484291123,34960
85.1763153,9.481887863,34964
85.18455504,9.479484604,34956
85.19210815,9.477081344,34960
85.20034789,9.474678084,34960
85.20858764,9.471931502,34960
85.21614074,9.469528242,34964
85.22438048,9.467124983,34956
85.23262023,9.464721723,34960
85.24017333,9.461975141,34960
85.24841308,9.459571881,34960
85.25596618,9.457168622,34960
85.26420592,9.454765362,34960
85.27244567,9.452362102,34960
85.27999877,9.44961552,34964
85.28823852,9.44721226,34968
85.29647826,9.444809001,34964
85.30403136,9.442405741,34968
85.31227111,9.439659159,34968
85.32051085,9.437255899,34956
85.3287506,9.43485264,34952
85.3363037,9.43244938,34964
85.34454345,9.43004612,34968
85.35278319,9.427299538,34972
85.36033629,9.424896278,34980
85.36857604,9.422493019,34984
85.37681578,9.420089759,34984
